University_Name,Year,Tution_Fee,Controlofinstitution,State
Saint Francis University,2015,30652,Private,Pennsylvania
Saint Gregory's University,2011,17516,Private,Oklahoma
Saint Gregory's University,2012,19705,Private,Oklahoma
Saint Gregory's University,2013,20765,Private,Oklahoma
Saint Gregory's University,2014,20595,Private,Oklahoma
Saint Gregory's University,2015,22522,Private,Oklahoma
Saint John Fisher College,2011,25270,Private,New York
Saint John Fisher College,2012,26260,Private,New York
Saint John Fisher College,2013,27370,Private,New York
Saint John Fisher College,2014,28430,Private,New York
Saint John Fisher College,2015,29452,Private,New York
Saint Johns University,2011,31576,Private,Minnesota
Saint Johns University,2012,33606,Private,Minnesota
Saint Johns University,2013,35486,Private,Minnesota
Saint Johns University,2014,37162,Private,Minnesota
Saint Johns University,2015,38452,Private,Minnesota
Saint Josephs College,2011,25260,Private,Indiana
Saint Josephs College,2012,26330,Private,Indiana
Saint Josephs College,2013,27350,Private,Indiana
Saint Josephs College,2014,27350,Private,Indiana
Saint Josephs College,2015,29545,Private,Indiana
Saint Joseph's College of Maine,2011,27345,Private,Maine
Saint Joseph's College of Maine,2012,28700,Private,Maine
Saint Joseph's College of Maine,2013,30030,Private,Maine
Saint Joseph's College of Maine,2014,30990,Private,Maine
Saint Joseph's College of Maine,2015,34256,Private,Maine
Saint Joseph's College-New York,2011,17565,Private,New York
Saint Joseph's College-New York,2012,18425,Private,New York
Saint Joseph's College-New York,2013,20125,Private,New York
Saint Joseph's College-New York,2014,21878,Private,New York
Saint Joseph's College-New York,2015,23562,Private,New York
Saint Joseph's University,2011,35230,Private,Pennsylvania
Saint Joseph's University,2012,36640,Private,Pennsylvania
Saint Joseph's University,2013,37830,Private,Pennsylvania
Saint Joseph's University,2014,39040,Private,Pennsylvania
Saint Joseph's University,2015,37262,Private,Pennsylvania
Saint Leo University,2011,18150,Private,Florida
Saint Leo University,2012,18870,Private,Florida
Saint Leo University,2013,19370,Private,Florida
Saint Leo University,2014,19920,Private,Florida
Saint Leo University,2015,20562,Private,Florida
Saint Louis University,2011,32656,Private,Missouri
Saint Louis University,2012,33986,Private,Missouri
Saint Louis University,2013,35256,Private,Missouri
Saint Louis University,2014,36726,Private,Missouri
Saint Louis University,2015,39226,Private,Missouri
Saint Martin's University,2011,26677,Private,Washington
Saint Martin's University,2012,27897,Private,Washington
Saint Martin's University,2013,28740,Private,Washington
Saint Martin's University,2014,30284,Private,Washington
Saint Martin's University,2015,32655,Private,Washington
Saint Mary-of-the-Woods College,2011,24500,Private,Indiana
Saint Mary-of-the-Woods College,2012,27622,Private,Indiana
Saint Mary-of-the-Woods College,2013,27672,Private,Indiana
Saint Mary-of-the-Woods College,2014,27672,Private,Indiana
Saint Mary-of-the-Woods College,2015,28462,Private,Indiana
Saint Mary's College,2011,31020,Private,Indiana
Saint Mary's College,2012,32000,Private,Indiana
Saint Mary's College,2013,33280,Private,Indiana
Saint Mary's College,2014,34600,Private,Indiana
Saint Mary's College,2015,35626,Private,Indiana
Saint Mary's College of California,2011,35430,Private,California
Saint Mary's College of California,2012,37150,Private,California
Saint Mary's College of California,2013,38450,Private,California
Saint Mary's College of California,2014,39890,Private,California
Saint Mary's College of California,2015,40514,Private,California
Saint Mary's University of Minnesota,2011,26090,Private,Minnesota
Saint Mary's University of Minnesota,2012,27250,Private,Minnesota
Saint Mary's University of Minnesota,2013,28320,Private,Minnesota
Saint Mary's University of Minnesota,2014,29315,Private,Minnesota
Saint Mary's University of Minnesota,2015,31562,Private,Minnesota
